,Cause,Company Name,Cummulative Hrs,Date and Time,Depth,LT ID,LT Summary,LT Type,Object,Parent LT ID,Report Date,Rig Name,Time in Hrs,Well No
1145,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,ARO-2003,Hrs,MNIF-733
1146, WTHR, ARN, 24.5,10 Aug 1315 - 1345, 0, 900744, WAIT ON WEATHER, WON, NA, ,08/11/2022,ARO-2003, 8.75,MNIF-733
1147,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,ARO-3002,Hrs,MRJN-813
1148, HERR, BCT, 12,11 Aug 1100 - 2300, 40, 900715," ATTEMPT TO RUN CT, OBSERVED A DAMAGE ON THE GOOSE NECK, CT REEL WAS LEFT SECURED FOR MAINTENANCE THE NIGHT BEFORE.", JF, CTAC, ,08/11/2022,ARO-3002, 12,MRJN-813
1149,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,DPS-44,Hrs,UTMN-2342
1150, FOT, HDV, 51,09 Aug 0700 - 1830, 6325, 900681," AFTER DROPPING HAL FREE FALL DV OPENING PLUG, ATTEMPTED TO PRESSURE UP TO OPEN DV WITHOUT SUCCESS.", TF, DV, ,08/11/2022,DPS-44, 13.5,UTMN-2342
1151,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,DPS-5,Hrs,HRDH-2319
1152, FOT, BLH, 77.25,08 Aug 1100 - 1730, 14118, 900565," UNABLE TO GO DOWN W/ MSF LOWER COMPLETION ON 4.5"" BKR LNR/HGR, POOH TO SURFACE & FOUND BKR LINER HGR SLIPS  PREMATURE MECHANICAL SET.", TF, HGRL, ,08/11/2022,DPS-5, 12.5,HRDH-2319
1153,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,DQ-47,Hrs,KHRS-280
1154, FWTS, RIG, 21.25,11 Aug 0745 - 0500, 4461, 900749, WHILE REAMING DOWN AT DEPTH 4461' HAD 850 PSI SUDDEN PRESSURE DROP AND LOST 15 KLBS WEIGHT., FISH, STRG, ,08/11/2022,DQ-47, 21.25,KHRS-280
1155,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,DQ-57L,Hrs,KHRS-68
1156, FOT, SPS, 15,11 Aug 1400 - 0500, 6257, 900784," SPS RSS  (ICRUISE ) HAD NO SIGNAL & NOT RESPOND TROUBLESHOOT TOOLS, NO SUCCESS.", BHA, RSS, ,08/11/2022,DQ-57L, 15,KHRS-68
1157,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,ENS-108,Hrs,ZULF-2014
1158, FOT, ENV, 476.75,21 Jul 0330 - 0500, 6135, 900310," WHILE RIH WITH 9-5/8"" CASING, ENCOUNTERED OBSTRUCTION W/ 10 KLBS S/O @6,135' (INSIDE LINER).", TF, EXPND, ,08/11/2022,ENS-108, 24,ZULF-2014
1159,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,NBR-16S,Hrs,HMYM-433112
1160, FOT, RIG, 1.25,11 Aug 0815 - 0930, 485, 900786, OBSERVED 400 PSI STAND PIPE PRESSURE DROP, RR, MPMP, ,08/11/2022,NBR-16S, 1.25,HMYM-433112
1161,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,NBR-20S,Hrs,HMYM-433502
1162, FOT, RIG, 1.5,11 Aug 1700 - 1830, 7919, 900777, UNABLE TO DISCONNECT TDS., RR, TDS, ,08/11/2022,NBR-20S, 1.5,HMYM-433502
1163, FOT, RIG, 1,11 Aug 1130 - 1230, 0, 900776," HAD A PROBLEM ON  BOP TEST PUMP PRESSURE GUAGE, TROUBLESHOOTING & REPLACED SAME.
", RR, EDR, ,08/11/2022,NBR-263S, 1,QTIF-736
1164,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,NBR-263S,Hrs,QTIF-736
1165, STBH, ARM, 200.25,29 Jul 0230 - 0500, 13970, 900313,"  GOT STG STUCK AFTER OPEN BOP FOR WELL OBSERVATION, WELL STATIC, TRIED TO MOVE STG W/O SUCCESS & WORK ON STUCK, CUT PIPE & PLAN TO ST.", STUK, BHA, ,08/11/2022,NBR-263S, 13,QTIF-736
1166, FOT, RIG, 2.5,10 Aug 0000 - 1530, 0, 900752," DELAY DURING MU BOP TEST ASSY DUE TO TDS ROTATION FAILUE BECAUSE OF ELEC. FAULT ON DRIVE HOUSE.TROUBLESHOOING TDS DRIVE HOUSE, FIXED SAME", RR, TDS, ,08/11/2022,NBR-263S, 1,QTIF-736
1167, FOT, RIG, 1,11 Aug 1130 - 1230, 0, 900776," HAD A PROBLEM ON  BOP TEST PUMP PRESSURE GUAGE, TROUBLESHOOTING & REPLACED SAME.
", RR, EDR, ,08/11/2022,NBR-263S, 1,QTIF-736
1168,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,NBR-654S,Hrs,HRDH-1150
1169, FOT, PKP, 196,02 Aug 1915 - 0500, 12809, 900388," FAIL TO SET THE LINER HANGER, CMT PLUG WAS NOT BUMPED AND GOT BACKFLOW, FAIL TO SET LINER TOP PACKER, POOH R&R TOOL DAMAGED.

INVESTIGATION AT WORKSHOP ATTENDED BY DTD CONCLUDED IMPROPER MAKE UP OF LH BALL SEATS. 
BACK FLOW IS SUSPECTED FROM LEAK IN THE SETTING TOOL.", TF, HGRL, ,08/11/2022,NBR-654S, 24,HRDH-1150
1170,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,NBR-783S,Hrs,NJYN-93
1171, FOT, CRT, 29.25,10 Aug 2345 - 0500, 15392, 900739, LTTT PACKER FAILED MEAWHILE NEGATIVE TEST, BHA, WBCL, ,08/11/2022,NBR-783S, 24,NJYN-93
1172,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,NBR-987S,Hrs,JLMN-35
1173, OTH, RIG, 69,09 Aug 0800 - 0500, 264, 900629, DAMAGED TDS DUE TO PACKOFF WHILE DRILLING CEMENT, UPRA, NA, ,08/11/2022,NBR-987S, 24,JLMN-35
1174,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,PA-70S,Hrs,HRDH-1939
1175, EDIS, RIG, 1,11 Aug 2000 - 2100, 2941, 900775, HAD RIG POWER SYSTEM SHUT DOWN DUE TO ENGINES OVERLOAD., RR, PSYS, ,08/11/2022,PA-70S, 1,HRDH-1939
1176,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,SINO-15L,Hrs,ANDR-566
1177, IDPR, RIG, 5,11 Aug 0500 - 1000, 8186, 900778," OBSERVED PRESSURE DROP, POOH, STRING WASHOUT, REPLACED, RIH TO BTM.", DSF, DP, ,08/11/2022,SINO-15L, 5,ANDR-566
1178,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,SINO-28L,Hrs,SHYB-255
1179, FOT, RIG, 34.75,10 Aug 1045 - 0030, 1030, 900742," TDS CONTROL ROOM OVER HEATING ISSUES DUE TO A/C.
1 X A/C BROKEN COMPRESSOR FAILURE
1 X A/C OVERLOADED DUE TO COMPENSATING FOR BROKEN A/C", RR, TDS, ,08/11/2022,SINO-28L, 16.5,SHYB-255
1180,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,SINO-29N,Hrs,SFNY-2005
1181, PCPF, ARM, 168,05 Aug 0500 - 0500, 6825, 900602," HOLE NOT STABLE (SHALE CAVINGS), DIFFICULTY IN RIH OR POH WITH REAMING BHA, INCREASED MW TO CONTROL SHALE, CLEARED BHA MANY TIMES WITH SWEEPS, ROTATION  & PIPE MOVEMENT.... EVENTUALY BECAME STUCK AT WINDOW WHILE ATTEMTING TO POH. PACKED OFF ABOVE DLR AT WINDOW DURING PUMPING OUT OF HOLE AND BACK REAMING OPERATIONS.", TH, NA, ,08/11/2022,SINO-29N, 24,SFNY-2005
1182,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,SND-2008,Hrs,HRDH-1812
1183, STDP, RIG, 713,07 Jul 0500 - 0500, 12837, 899514," WHILE WORK ON STRG DUE TO STUCK, GOT FREE W/ 120 KLBS WITH STRING TWISTED OFF AT 2ND DC ABOVE MILL.", STUK, DP, ,08/11/2022,SND-2008, 24,HRDH-1812
1184,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,SP-120,Hrs,MNIF-187
1185, PCPF, ARM, 93.75,07 Aug 1200 - 1000, 5758, 900604," UNABLE TO PASS TIGHT HOLE W/ 9-5/8"" CSG AT 5758', POOH & L/D CSG, RIH REAMING BHA.", TH, NA, ,08/11/2022,SP-120, 5,MNIF-187
1186,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,SP-167,Hrs,HRDH-218
1187, ORDS, ARN, 38.5,10 Aug 0800 - 0500, 7167, 900735, LOST TIME ON GOC DUE TO WRONG PLACEMENT OF WELL, WO, NA, ,08/11/2022,SP-167, 24,HRDH-218
1188,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,SP-260,Hrs,HMYM-531812
1189, STBH, ARM, 245,01 Aug 1800 - 2300, 5095, 900366, ENCOUNTERED TIGHT HOLE AND DRILL STRING BECAME STUCK WITH CIRCULATION, STUK, BHA, ,08/11/2022,SP-260, 18,HMYM-531812
1190, FOT, RIG, .5,11 Aug 0315 - 0345, 10519, 900779, VALVE & SEAT FAILURE, RR, MPMP, ,08/11/2022,SSA-5892, .5,AWTD-141400
1191,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,SSA-5892,Hrs,AWTD-141400
1192, FOT, RIG, 1,11 Aug 1645 - 1745, 10220, 900751, POP OFF VALVE , RR, MPMP, ,08/11/2022,SSA-5892, 1,AWTD-141400
1193, FOT, RIG, .5,11 Aug 2130 - 2200, 10376, 900772, VALVE FAILURE, RR, MPMP, ,08/11/2022,SSA-5892, .5,AWTD-141400
1194, FOT, RIG, .5,11 Aug 2245 - 2315, 10376, 900773, VALVE FAILURE, RR, MPMP, ,08/11/2022,SSA-5892, .5,AWTD-141400
1195, FOT, RIG, .5,11 Aug 0315 - 0345, 10519, 900779, VALVE & SEAT FAILURE, RR, MPMP, ,08/11/2022,SSA-5892, .5,AWTD-141400
1196,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,SSA-5969,Hrs,UTMN-3148
1197, STBH, ARM, 106.75,06 Aug 1315 - 0500, 3220, 900580," 16"" ROTARY BHA STUCK @ 3,220' ( TOP OF SHU'AIBA FM ) AND WORKING ON STUCK", STUK, BHA, ,08/11/2022,SSA-5969, 23.5,UTMN-3148
1198,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,SSA-5972,Hrs,SHDN-19
1199, FOT, SAM, 19,11 Aug 0930 - 0500, 9500, 900747," SAMAA 9.5/8"" FSC PKR PREMATURE SET AND INTEGRITY TEST FAILED TO HOLD PRESS. ", BHA, WBCL, ,08/11/2022,SSA-5972, 19,SHDN-19
1200, ISEQ, WI3, 11.5,11 Aug 0500 - 1630, 6147, 900781, GYRO TOOL UNABLE TO LATCH UBHO., TF, WPSTK, ,08/11/2022,T914, 11.5,UTMN-415
1201,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/11/2022,T914,Hrs,UTMN-415
1202, HERR, OGS, 11.5,10 Aug 2330 - 0000, 6147, 900750, GYRO TOOL UNABLE TO LATCH UBHO., SURV, GYRO, ,08/11/2022,T914, 6,UTMN-415
1203, ISEQ, WI3, 11.5,11 Aug 0500 - 1630, 6147, 900781, GYRO TOOL UNABLE TO LATCH UBHO., TF, WPSTK, ,08/11/2022,T914, 11.5,UTMN-415
1204,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/12/2022,ADC-17,Hrs,ZULF-1218
1205, WTHR, ARM, 15,10 Aug 0630 - 0900, 0, 900662," WAIT ON WEATHER, HIGH WIND SPEED", WON, NA, ,08/12/2022,ADC-17, 3.5,ZULF-1218
1206,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/12/2022,ADC-43L,Hrs,UTMN-3118
1207, FRFM, TK3, 19.5,11 Aug 2130 - 0500, 12650, 900794, WHILE DRILLING PARTIAL LOSSES IN KHUFF B CARBONATE. PUMPING LCM & CEMENT PLUGS TO CURE THE LOSSES., LCIR, NA, ,08/12/2022,ADC-43L, 17.5,UTMN-3118
1208,12705, ,WOC,C,  4145,LINR,"WOC- POOH W/CONTROLLED SPEED WITH 4 1/2"" LINER SETTING TOOL F/2,334 FT TO SURFACE.- FLOW CHECK @ TOP OF BHA - WELL STATIC.",12705, ,RIG,08/12/2022,ADC-53L,CSG,HRDH-530
1209,12705, ,WOC,C,  4145,LINR,"WOC. L/D TOT 4 1/2"" LINER SETTING TOOL.- MONITOR WELL ON TRIP TANK - WELL STATIC.",12705, ,RIG,08/12/2022,ADC-53L,CSG,HRDH-530
1210,12705, ,WOC,C, ,LINR,"WOC.  HPJSM, P/T 13-5/8"" 5 K CLASS A BOP AS PER ARAMCO STANDARDP/U & M/U BOP TEST PLUG ASSY.- FLUSH BOP, KILL & CHOKE MANIFOLD, EMERGENCY KILL LINE, POOR BOY DEGASSER, LINES TO SHAKERS & FLARE PIT W/ WATER.- FUNCTION TEST BOP STACK- P/T ANNULAR @ 300 PSI/ 3000 PSI (10 MIN EACH) P/T UPPER VBR ( 3- 1/2"" - 5-7/8"" ), BLIND - SHEAR RAM, KILL LINES & VALVES, CHECK VALVES, HCR'S LOW/HIGH FOR @ 300 PSI/2,550 PSI.- P/T IBOP, MECH, STD PIPE, ROTARY HOSE AND SAFETY VALVES.- P/T VBR WITH 4"" DP.L/D TEST PLUG ASSY & RIH 9-5/8 BOP CUP TESTER ASSY.P/T WELL HEAD SOV'S, 4'' LOWER RAMS TO 300/2,550 PSI FOR 10 MIN EACH OK.PERFORMED ACCUMULATOR DRAW DOWN TEST AS PER ARAMCO STANDARD.- L/D CUP TESTER ASSY.",12705, ,RIG,08/12/2022,ADC-53L,CSG,HRDH-530
1211,12705, ,WOC,C,  4145,LINR,"WOC. P/U & M/U 6-1/8"" SLICK BHA AND RIH  10 STDS HWDP.- MONITOR WELL ON TRIP TANK - WELL STATIC.",12705, ,RIG,08/12/2022,ADC-53L,CSG,HRDH-530
1212,12705, ,OTH,C,  4145,LINR,"PERFORMED INJECTIVITY TEST USING SLB CMT UNIT.- P/TEST LINES TO 500/2500 PSI OK-TOTAL PUMPED VOLUME 0.5 BBL, PRESSURE 500 PSI @ 0.3 BPM. PRESSURE HOLD.- BLEED OFF, TOTAL RECOVERED VOLUME 0.5 BBL NO INJECTIVITY.",12705, ,ARM,08/12/2022,ADC-53L,CSG,HRDH-530
1213,12705, ,OTH,C,  4145,LINR,"CONT RIH  6-1/8"" SLICK BHA TO 4,500 FT.- WASH DOWN & TAG TOL @5,033 FT, WITH 5 KLB.",12705, ,ARM,08/12/2022,ADC-53L,CSG,HRDH-530
1214,12705, ,OTH,C,  4145,LINR,"SET 4 1/2"" LINER TOP PACKER AS PER TOT ENGINEER.- APPLY 60 KLBS S.O.W ON TOP OF LINER AND HAD GOOD INDICATION AT WEIGHT INDICATOR. CONFIRM LINER PKR SET.",12705, ,ARM,08/12/2022,ADC-53L,CSG,HRDH-530
1215,12705, ,CIRC,C,  4145,MPMP,"CIRCULATE BTM-UP AND P/T TOL TO 2,000 PSI EQUIVALENT WATER ,OK.",12705, ,RIG,08/12/2022,ADC-53L,CSG,HRDH-530
1216,12705, ,OTH,C,  4145,LINR,"POOH W/6-1/8"" SLICK BHA TO SURFACE & L/D SAME.- FLOW CHECK AT TOP BHA.- MONITOR WELL ON TRIP TANK.",12705, ,ARM,08/12/2022,ADC-53L,CSG,HRDH-530
1217,12705, ,HT,C,  4145,BHA,"R/U 2-3/8"" HANDLING EQUIPMENT...ON GOING ART.",12705, ,RIG,08/12/2022,ADC-53L,CT,HRDH-530
1218, 43.5, OOS,Category,DOOS ID, RLIN,Out of Scope Summary," RIH 4-1/2"" OFF BTTM LINER.", 19.5, 4145,10 Aug 0300,08/12/2022,ADC-53L,Type,HRDH-530
1219,,,,,,,,,,,,,,
1220,,,,,,,,,,,,,,
1221,Cause, Resp Co,Cum. Hrs,From  - To, Depth,LT ID,LT Summary,Type,Object,Parent LT ID,08/12/2022,ADC-55L,Hrs,UTMN-3171
1222, STBH, TK3, 310,30 Jul 0830 - 0500, 12245, 900335, PU STRING AFTER DROP PBL BALLS FOUND STRING STUCK., STUK, BHA, ,08/12/2022,ADC-55L, 24,UTMN-3171
1223,7019, 6343,LOG,E,  3965,WLT,"SLB WL TAKING SAMPLING WHILE POOH AS PER RMD REQUEST.- SCAN AROUND 6,343 FT FOR SAMPLE #12.- PERFORM STICK TEST 3, 8, 15, 30 MIN PRIOR 1ST POINT IN THE FORMATION & THEN 5, 15 MIN FOR SUBSEQUENT SAMPLE POINT. - MAX STATIONARY TIME: 4 HRS.- SAMPLE #12 @ 6,343 FT , TOTAL 1 SESSION.- TOTAL 12 SAMPLES OUT OF 13 TOTAL & 6 PUMP OUT ONE OUT OF 6 .- TOTAL PUMP OUT 933 L AT RPT, OVERBALANCE AFTER PUMP OUT 507 PSI.- MONITOR WELL ON TRIP TANK.",7019, 6343,SWL,08/12/2022,ADC-57L,LOG,KRSN-175
1224,7019, 6500,TI,E,  3965,STDP,"RIH LOGGING RUN #3 TOOLS (MDT-GR) FROM 6,343 FT TO 6,500 FT WITH CONTROLLED SPEED AS PER WL.- MONITOR WELL ON TRIP TANK.",7019, 6343,RIG,08/12/2022,ADC-57L,LOG,KRSN-175
1225,7019, ,CIRC,E,  3965,MPMP,"CIRC BTM UP, CIRCULATED PRECAUTIONARY LAST 50 BBL THRUGH CHOKE, CONT. CIRCULATE UNTILL HOLE CLEAN AND CONDITION MUD IN/OUT 79 PCF.- FLOW CHECK WELL STATIC.",7019, ,RIG,08/12/2022,ADC-57L,LOG,KRSN-175
1226,7019, 4792,TO,E,  3965,STDP,"POOH LOGGING TLC  MDT RUN #3 STRING IN OH FROM 6,500 FT TO 4,792 FT INDSIDE 9-5/9"" CSG .- MONITOR WELL ON TRIP TANK.- FLOW CHECK WELL STATIC.",7019, 6500,RIG,08/12/2022,ADC-57L,LOG,KRSN-175
1227,7019, ,OTH,E,  3965,NA,"HPJSM, UNLATCH AND RETRIEVE WIRELINE CABLE. L/D SAME.- PUMP SLUG.- MONITOR WELL ON TRIP TANK.",7019, ,SWL,08/12/2022,ADC-57L,LOG,KRSN-175
1228,7019, 278,TO,E,  3965,STDP,"POOH LOGGING TLC  MDT RUN #3 STRING FROM 4,792 FT TO 278 FT.- MONITOR WELL ON TRIP TANK.- FLOW CHECK WELL STATIC AT TOP WR BHA.",7019, 4792,RIG,08/12/2022,ADC-57L,LOG,KRSN-175
1229,7019, ,OTH,E,  3965,NA,POOH LOGGING TLC  MDT RUN #3 TO SURFACE AND L/D TOOLS.- MONITOR WELL ON TRIP TANK.,7019, ,SWL,08/12/2022,ADC-57L,LOG,KRSN-175
1230,7019, ,OTH,N,  3965,WBSH,"HPJSM, RETRIVE V.G. 11"" WEAR BUSHING.- MONITOR WELL ON TRIP TANK.",7019, ,RIG,08/12/2022,ADC-57L,BOP,KRSN-175
1231,7019, ,OTH,N,  3965,BOP,"FUNCTION TEST BOP FROM THREE STATIONS, OK.- FUNCTION TEST ALARMS OF BLIND SHARE RAMS FOR ALL UNITS.- FUNCTION TEST FLARE IGNITION SYSTEM.- FUNCTION TEST THE BOP LOCK DEVICE.",7019, ,RIG,08/12/2022,ADC-57L,BOP,KRSN-175
1232,7019, ,OTH,N,  3965,BOP,"P/U & M/U 11"" TEST ASSEMBLY.- 2 STDS 5"" HWDP'S+ 11"" BAKER TEST PLUG + 5"" PJ + X/O + 4"" DP + 4 ""SES + 4"" FOSV + X/O + 5"" FOSV + 10"" PJ TO TDS.- OPENED THS SOV'S.- RIH & LANDED TEST PLUG ONTO THS.",7019, ,RIG,08/12/2022,ADC-57L,BOP,KRSN-175
1233,7019, ,OTH,N,  3965,BOP,"FLUSH BOP STACK, CHOKE MANIFOLD, MGS & FLARE LINES WITH WATER.",7019, ,RIG,08/12/2022,ADC-57L,BOP,KRSN-175
1234,7019, ,BOPT,N,  3965,BOP,"P/T 13-5/8"" 3 K BOP AS PER ARAMCO STANDARD.- TEST #1: P/T ANNULAR, PRIMARY & EMERGENCY KILL LINE MANUAL VALVES, CHOKE MANIFOLD MASTER VALVE, 4"" FOSV TO 300/3000 PSI FOR 10 MIN EA.- TEST #2: UPPER PIPE RAM, 5"" FOSV, KILL LINE MANUAL VALVE & CHOKE LINE HCR, EMERGENCY KILL LINE MANUAL VALVE #1 TO 300 / 3000 PSI FOR 10 MIN EA.- TEST #3: UPPER PIPE RAMS, KILL & CHOKE LINE MANUAL VALVE, EMERGENCY KILL LINE HCR, LOWER IBOP TO 300 /2550 PSI FOR 10 MIN EA.- TEST #4: LOWER 5"" PIPE RAMS, EMERGENCY KILL LINE MANUAL VALVE #2, UPPER IBOP TO 300/ 2550 PSI FOR 10 MIN EA.- UNSCREW FROM TEST PLUG- TEST #5 BSR, NRV OF MUD PUMP KILL LINE, NRV OF CMT UNIT KILL LINE, AUTOCLAVE PLUG, CHOKE MANIFOLD VALVES 13,14 & 15 TO 300/2550 PSI FOR 10 MIN EA.",7019, ,RIG,08/12/2022,ADC-57L,BOP,KRSN-175
1235, 261.25, OOS,Category,DOOS ID, FPFS,Out of Scope Summary," MDT LOGGING , FLUID SAMPLING AND RELATED OPERATIONS, C/O AND DISPACE MUD WITH OBM", 24, 3965,02 Aug 0115,08/12/2022,ADC-57L,Type,KRSN-175
1236,,,,,,,,,,,,,,
1237,,,,,,,,,,,,,,
1238,13523, ,STIM,C,  4125,CTU,"DISCONNECTED 4 1/16"" 10K FLANGE BETWEEN C/T BOP & 4 1/16"" 10K RISER, LIFTED C/T INJECTOR BY TDS, L/D CT BHA & 4 1/16""-10 M RISER 10 FT LONG. ",13523, ,SCT,08/12/2022,ADC-58L,STIM,ABHD-169
1239,13523, ,STIM,C,  4125,CTU,"HELD PJSM, PREPARED LIFTED PLAN, TRANSFERED CT INJECTOR HEAD FROM TDS LINKS TO CRANE & R/D SAME.",13523, ,SCT,08/12/2022,ADC-58L,STIM,ABHD-169
1240,13523, ,OTH,C,  4125,NA,"N/D SLB  2-3/8"" CTU PCE AS FOLLOW : 4-1/16""-10M COMBI BOP, 4-1/16"" 10M RISER LONG 8 FT, 4-1/16"" 10M RISER LONG 10FT, 4 1/16-10M SLB GATE VALVE, 5-1/8"" X 4-1/16"" 10M DSA &  13 5/8"" 5M X 5-1/8"" 10M DSA.",13523, ,SCT,08/12/2022,ADC-58L,STIM,ABHD-169
1241,13523, ,OTH,C,  4125,NA,"R/U BELL NIPPLE, CONNECTED FLOW LINE, TRIP TANKS LINE & FUNCTIONED OK. ",13523, ,RIG,08/12/2022,ADC-58L,STIM,ABHD-169
1242,13523, ,PJSM,C, ,STRG,"HPJSM PRIOR TO  RETRIEVE 7"" WHIPSTOCK OPERATIONS, DISCUSSED JOB PROCEDURES, RELATED HAZARDS, ASSIGNED TASKS & RESPONSIBILITIES. ",13523, ,RIG,08/12/2022,ADC-58L,CT,ABHD-169
1243,13523, ,HT,C, ,STRG,"P/U, M/U WIS (WELLBORE INTEGRITY SOLUTIONS) 7"" RETRIEVING BHA AS FOLLOW:- 7"" RETRIEVING HOOK, XO, 1 JT X 4"" HWDP, XO, FLOAT SUB W/FV, SLIMPULSE MWD/GR, FILTER SUB, XO, 1 STD X 4"" HWDP, 3 X 7"" MI MAGNOSTAR MAGNETS, 4 JT'S X 4"" HWDP,  4-3/4"" HYD JAR, 4 JT'S X 4"" HWDP & RIH TO DEPTH 996 FT.- SDM DD SCRIBED LINE & ORIENTED WPS RETRIEVING TOOL FACE ALONG W/ MWD, CONFIRMED AND VERIFIED OK.",13523, ,RIG,08/12/2022,ADC-58L,CT,ABHD-169
1244,13523, 1470,TI,C, ,BHA,"RIH WIS 7"" W.S RETRIEVING BHA ON 4"" DP'S FROM 996 FT TO 1470 FT.",13523, 996,RIG,08/12/2022,ADC-58L,CT,ABHD-169
1245,13523, ,CIRC,C, ,MPMP,"PERFORMED SHALLOW TEST FOR MWD TOOL (FR: 270 GPM, SPP: 620 PSI), CHECKED SIGNAL, OK.",13523, ,RIG,08/12/2022,ADC-58L,CT,ABHD-169
1246,13523, 6676,TI,C, ,STDP,"RIH WIS 7"" W.S RETRIEVING TOOLS ON 4"" DP'S FROM 1470 FT TO 6674 FT ( SLOW DOWN WHILE PASSING 7"" TOP OF LINER @ 6561 FT).",13523, 1470,RIG,08/12/2022,ADC-58L,CT,ABHD-169
1247,13523, ,HT,C, ,STRG,"M/U CROSSOVER & CHANGED DP'S HANDLING TOOLS FROM 4"" TO 5"" SIZE.",13523, ,RIG,08/12/2022,ADC-58L,CT,ABHD-169
1248,13523, 9630,TI,C, ,STDP,"RIH WIS 7"" W.S RETRIEVING TOOL TOOLS ON 5"" DP FROM 6675 FT TO 9630 FT. (10 FT ABOVE TOW).",13523, 6675,RIG,08/12/2022,ADC-58L,CT,ABHD-169
1249,13523, ,CIRC,C, ,MPMP,"RECORDED PARAMETERS & ORIENTED TOOL FACE TO 125 DEG, CLEANED HOOK SLOT AREA @ FR :300 GPM & CIRC. PRESS: 1470 PSI.- P/U WT 225 KLB, S/O WT 212 KLB, TQ 2 KFT.LB AT 10 RPM W/FR 300 GPM.- P/U WT 222 KLB, S/O WT 207 KLB, TQ 2 KFT.LB AT 10 RPM W/O PUMP.",13523, ,RIG,08/12/2022,ADC-58L,CT,ABHD-169
1250,13523, ,HT,C, ,BHA,"ORIENTED TOOL FACE TO -55 DEG TO ENGAGE WS, LOWERED STRING SLOWLY GOT 10 KLB SOW, PICKED UP STRING & APPLY 10 KLB OVERPULL, PERFORMED TORQUE TEST- CONFIRMED HOOK ENGAGED WITH WS -OK.- INCREASED OVERPULL GRADUALLY IN STAGES TO 77 KLBS (10 KLBS PER STAGE & WAIT 2 MINS IN EACH STAGE), OBSERVED 7"" WS UNSET, PICK UP STRING 5 FT & WAIT TILL RUBBER ELEMENT RETRACTED.- FLOW CHECK FOR 15 MIN'S-WELL UNDER TOTAL LOSSES.",13523, ,RIG,08/12/2022,ADC-58L,CT,ABHD-169
1251,13523, ,PJSM,C, ,STRG,"HELD PJSM PRIOR TO POOH 7"" WS.",13523, ,RIG,08/12/2022,ADC-58L,CT,ABHD-169
